humiliate
annoy
rag
get_to
get_at
rile
nark
nettle
gravel
vex
devil
displease
please
antagonize
antagonise
eat_into
rankle
grate
get
get_under_one's_skin
harass
hassle
harry
chivy
chivvy
chevy
chevvy
beset
plague
molest
peeve
ruffle
analgesic
anodyne
painkiller
pain_pill
analgetic
medicine
medication
medicament
medicinal_drug
acetaminophen
Datril
Tylenol
Panadol
Phenaphen
Tempra
Anacin_III
acetanilide
acetanilid
phenylacetamide
acetophenetidin
acetphenetidin
phenacetin
aminopyrine
amidopyrine
aspirin
acetylsalicylic_acid
Bayer
Empirin
St._Joseph
codeine
colchicine
Fentanyl
Sublimaze
hydromorphone_hydrochloride
hydromorphone
Dilaudid
morphine
morphia
pentazocine
Talwin
phenazopyridine
Pyridium
propoxyphene
propoxyphene_hydrochloride
Darvon
sodium_salicylate
antenna
aerial
transmitting_aerial
feeler
electrical_device
dipole
dipole_antenna
directional_antenna
omnidirectional_antenna
nondirectional_antenna
insensitivity
insensitiveness
tentacle
expect
anticipate
foresee
forestall
counter
previse
foreknow
predict
foretell
prognosticate
call
forebode
promise
look_for
look_to
evaluate
pass_judgment
judge
assume
presume
take_for_granted
believe
trust
speculate
theorize
theorise
conjecture
hypothesize
hypothesise
hypothecate
suppose
think
opine
imagine
reckon
guess
refrain
venture
hazard
augur
bet
wager
forecast
calculate
prophesy
vaticinate
read
second-guess
outguess
await
wait
apprehend
quail_at
happen
hap
go_on
pass_off
occur
fall_out
come_about
take_place
antipathy
aversion
distaste
dislike
liking
object
apathetic
indifferent
apathy
indifference
numbness
spiritlessness
emotionlessness
impassivity
impassiveness
phlegm
stolidity
unemotionality
languor
lassitude
listlessness
passivity
passiveness
apology
apologia
excuse
acknowledgment
acknowledgement
vindication
example
illustration
instance
representative
extremity
appendage
member
outgrowth
external_body_part
chelicera
claw
chela
nipper
pincer
digit
dactyl
fang
fin
limb
mouthpart
parapodium
swimmeret
pleopod
body_part
acromion
acromial_process
acrosome
aculea
ala
alveolar_arch
alveolar_ridge
gum_ridge
alveolar_process
apophysis
appendix
vermiform_appendix
vermiform_process
cecal_appendage
arista
caruncle
caruncula
cirrus
condyle
coronoid_process
processus_coronoideus
crest
epicondyle
excrescence
fetlock
fimbria
flagellum
hair
mastoid
mastoid_process
mastoid_bone
mastoidal
metaphysis
odontoid_process
olecranon
olecranon_process
osteophyte
papilla
plant_process
enation
pseudopod
pseudopodium
pterygoid_process
ridge
spicule
spiculum
spine
style
styloid_process
tail
transverse_process
trochanter
tuberosity
tubercle
eminence
villus
zygomatic_process
part
portion
appendicle
handhold
handle
grip
handgrip
tailpiece
apperception
basic_cognitive_process
apprehensive
discerning
worried
ardent
fervent
fervid
fiery
impassioned
perfervid
torrid
warm
arduous
backbreaking
grueling
gruelling
hard
heavy
laborious
operose
punishing
toilsome
straining
strenuous
fruitlessness
aridity
barrenness
fruitfulness
aridness
thirstiness
quality
poorness
unproductiveness
productiveness
dryness
waterlessness
xerotes
wetness
determine
find
find_out
ascertain
see
check
insure
see_to_it
ensure
control
assure
watch
admeasure
count
number
enumerate
numerate
gauge
rectify
redetermine
refract
sequence
situate
locate
translate
verify
card
cinch
cover
cross-check
double-check
proofread
proof
spot-check
test
hear
get_word
get_wind
pick_up
get_a_line
discover
price
assail
assault
set_on
defend
round
lash_out
snipe
bait
set_upon
blindside
bulldog
desecrate
profane
violate
jump
rape
ravish
dishonor
dishonour
reassail
rush
savage
sic
contend
struggle
besiege
beleaguer
surround
hem_in
circumvent
blitz
bombard
bomb
cannonade
counterattack
counterstrike
gas
invade
pepper
pelt
raid
bust
storm
strafe
submarine
knock
criticize
criticise
pick_apart
praise
abuse
clapperclaw
blackguard
shout
blister
scald
whip
barrage
rip
rubbish
vitriol
whang
assent
acquiescence
accede
acquiesce
dissent
agreement
disagreement
acceptance
concession
conceding
yielding
agree
connive
delegate
designate
depute
assign
allot
impute
ascribe
attribute
specify
set_apart
put
arrogate
appoint
charge
cast
demote
bump
relegate
break
kick_downstairs
promote
devolve
mandate
place
post
upgrade
advance
kick_upstairs
elevate
regiment
task
transfer
reassign
distribute
administer
mete_out
deal
parcel_out
lot
dispense
shell_out
deal_out
dish_out
dole_out
allocate
apportion
allow
appropriate
earmark
set_aside
reserve
accredit
credit
anthropomorphize
anthropomorphise
blame
internalize
internalise
interiorize
interiorise
personify
personate
project
externalize
externalise
reattribute
sensualize
carnalize
choose
take
select
pick_out
dedicate
detail
use
utilize
utilise
apply
employ
repose
claim
lay_claim
forfeit
classify
associability
associableness
capability
capableness
incapability
incapableness
associable
onslaught
onset
onrush
flak
flack
blast
approach
plan_of_attack
attempt
tone-beginning
aggress
military_operation
banzai_attack
banzai_charge
blitzkrieg
bombing
bombardment
countermove
diversion
diversionary_attack
firing
ground_attack
penetration
incursion
surprise_attack
coup_de_main
turn
counterplay
criticism
unfavorable_judgment
conceptualization
conceptualisation
formulation
avenue
crime
criminal_offense
criminal_offence
law-breaking
beginning
start
commencement
affliction
anxiety_attack
flare
heart_attack
hysterics
occlusion
paroxysm
fit
convulsion
seizure
ictus
raptus
stroke
apoplexy
cerebrovascular_accident
CVA
spot
degeneration
devolution
evolution
aspersion
calumny
slander
defamation
denigration
fork
pin
tackle
get_down
begin
start_out
set_about
set_out
commence
end
attitude
mental_attitude
position
posture
cognition
knowledge
noesis
credence
culture
defensive
defensive_attitude
hardball
high_horse
inclination
disposition
tendency
intolerance
tolerance
irreverence
mentality
outlook
mindset
mind-set
orientation
paternalism
stance
southernism
bodily_property
asana
ballet_position
decubitus
ectopia
eversion
guard
lithotomy_position
lotus_position
missionary_position
order_arms
pose
presentation
sprawl
sprawling
tuck
affectation
mannerism
affectedness
trim
abrasion
attrition
corrasion
detrition
grinding
contrition
contriteness
erosion
eroding
eating_away
wearing
wearing_away
friction
rubbing
sorrow
regret
rue
ruefulness
decrease
lessening
drop-off
increase
revenge
avenge
retaliate
punish
penalize
penalise
get_even
get_back
antipathetic
antipathetical
averse
indisposed
loath
loth
debar
forefend
forfend
obviate
deflect
avert
head_off
stave_off
fend_off
avoid
ward_off
turn_away
prevent
foreclose
preclude
forbid
animal
animate_being
beast
brute
creature
fauna
wolf
wildcat
organism
being
acrodont
adult
biped
captive
chordate
creepy-crawly
critter
darter
domestic_animal
domesticated_animal
embryo
conceptus
fertilized_egg
feeder
female
male
fictional_animal
game
giant
herbivore
hexapod
homeotherm
homoiotherm
homotherm
insectivore
invertebrate
larva
marine_animal
marine_creature
sea_animal
sea_creature
mate
metazoan
migrator
molter
moulter
mutant
omnivore
peeper
pest
pet
pleurodont
poikilotherm
ectotherm
predator
predatory_animal
prey
quarry
racer
range_animal
scavenger
stayer
stunt
survivor
thoroughbred
purebred
pureblood
varmint
varment
work_animal
young
offspring
zooplankton
attacker
aggressor
assailant
assaulter
benevolent
benevolence
charitable
kindly
sympathetic
good-hearted
openhearted
large-hearted
freehearted
beneficent
eleemosynary
philanthropic
bent
bent_grass
bent-grass
knack
hang
bend
flex
straighten
deform
twist
unbend
crouch
stoop
bow
bent_on
dead_set
out_to
bended
crumpled
dented
grass
cloud_grass
Agrostis_nebulosa
creeping_bent
creeping_bentgrass
Agrostis_palustris
velvet_bent
velvet_bent_grass
brown_bent
Rhode_Island_bent
dog_bent
Agrostis_canina
grassland
endowment
gift
talent
natural_endowment
change_shape
change_form
arch
curve
arc
crook
curl_up
curl
draw_in
double_over
double
double_up
fawn
crawl
creep
cringe
cower
grovel
incurvate
lean
tilt
tip
slant
angle
retroflex
replicate
convolve
convolute
crank
gnarl
indent
dent
huddle
squinch
stand_still
bid
beseech
entreat
adjure
press
conjure
plead
bile
digestive_juice
digestive_fluid
portmanteau_word
portmanteau
blending
intermix
immingle
intermingle
go
blend_in
mixture
neologism
neology
coinage
combination
combining
compounding
confluence
conflux
merging
homogenization
homogenisation
mingle
commix
unify
amalgamate
harmonize
harmonise
consort
accord
concord
fit_in
change_integrity
accrete
admix
alloy
mix_in
conjugate
melt
syncretize
syncretise
blood
rake
rakehell
profligate
roue
lineage
line
line_of_descent
descent
bloodline
blood_line
pedigree
ancestry
origin
parentage
stemma
stock
liquid_body_substance
bodily_fluid
body_fluid
humor
humour
arterial_blood
blood_clot
grume
blood_group
blood_type
bloodstream
blood_stream
cord_blood
gore
lifeblood
menorrhea
menstrual_blood
menstrual_flow
venous_blood
whole_blood
temperament
libertine
debauchee
rounder
genealogy
family_tree
family
family_line
folk
kinfolk
kinsfolk
sept
phratry
side
people
daub
smear
blue
blueness
blue_sky
blue_air
wild_blue_yonder
bluing
blueing
amobarbital_sodium
blue_angel
blue_devil
Amytal
bluish
blueish
gloomy
grim
depressed
dispirited
down
downcast
downhearted
down_in_the_mouth
low
low-spirited
blasphemous
gamy
gamey
juicy
naughty
racy
risque
spicy
aristocratic
aristocratical
blue-blooded
gentle
patrician
puritanic
puritanical
dark
dingy
disconsolate
dismal
sorry
drab
drear
dreary
chromatic_color
chromatic_colour
spectral_color
spectral_colour
achromatic_color
azure
cerulean
sapphire
lazuline
sky-blue
dark_blue
navy
navy_blue
greenish_blue
aqua
aquamarine
turquoise
cobalt_blue
peacock_blue
powder_blue
Prussian_blue
purplish_blue
royal_blue
steel_blue
ultramarine
clothing
article_of_clothing
vesture
wear
wearable
habiliment
organization
organisation
Union_Army
sky
dye
dyestuff
amobarbital
lycaenid
lycaenid_butterfly
discolor
discolour
blunt
numb
benumb
dull
sharpen
deaden
enliven
candid
forthright
frank
free-spoken
outspoken
plainspoken
point-blank
straight-from-the-shoulder
crude
stark
weaken
strengthen
desensitize
desensitise
sensitize
sensitise
dampen
damp
soften
obtund
petrify
botheration
pain
infliction
pain_in_the_neck
pain_in_the_ass
trouble_oneself
inconvenience_oneself
negative_stimulus
irritant
thorn
nuisance
strive
reach
straiten
distress
intrude
irrupt
agitate
rouse
turn_on
commove
charge_up
confuse
flurry
disconcert
put_off
breathe
take_a_breath
respire
suspire
rest
catch_one's_breath
take_a_breather
choke
exhale
expire
breathe_out
inhale
hiccup
hiccough
hyperventilate
inspire
breathe_in
sigh
snore
saw_wood
saw_logs
wheeze
yawn
exist
survive
subsist
transfuse
be
express
verbalize
verbalise
utter
give_tongue_to
convey
pause
intermit
oxidize
oxidise
oxidate
deoxidize
deoxidise
exhaust
expel
eject
bubble
burp
belch
eruct
give_forth
emanate
force_out
radiate
breathless
dyspneic
dyspnoeic
dyspneal
dyspnoeal
breathing
breathtaking
inanimate
pulseless
breeze
zephyr
gentle_wind
air
picnic
snap
duck_soup
child's_play
pushover
walkover
piece_of_cake
wind
air_current
current_of_air
breath
fresh_breeze
gentle_breeze
light_air
light_breeze
moderate_breeze
sea_breeze
strong_breeze
undertaking
labor
doddle
blow
travel
locomote
stay_in_place
brier
brierpatch
brier_patch
sweetbrier
sweetbriar
briar
eglantine
Rosa_eglanteria
bullbrier
greenbrier
catbrier
horse_brier
horse-brier
Smilax_rotundifolia
tree_heath
Erica_arborea
vegetation
flora
botany
branchlet
twig
sprig
rose
rosebush
vine
erica
true_heath
briar_pipe
pipe
tobacco_pipe
brighten
lighten_up
lighten
darken
clear_up
clear
light_up
overcast
bring
wreak
make_for
take_away
land
institute
lend
impart
bestow
contribute
add
bring_in
transport
carry
ferry
conduct
transmit
channel
return
take_back
bring_back
transit
tube
whisk
make
create
channelize
channelise
deliver
retrieve
factor
throw_in
tinsel
attract
pull
pull_in
repel
induce
cause
have
bronze
tan
bronzy
copper-base_alloy
alpha_bronze
bell_metal
beryllium_bronze
gunmetal
leaded_bronze
nickel_bronze
phosphor_bronze
silicon_bronze
sculpture
suntan
barbarous
brutal
cruel
fell
roughshod
vicious
unrelenting
beastly
bestial
brutish
brutalize
brutalise
animalize
animalise
do_by
stay
burden
load
encumbrance
incumbrance
onus
loading
essence
core
gist
burthen
weight
weight_down
unburden
saddle
worry
headache
dead_weight
fardel
imposition
pill
dead_load
live_load
superload
millstone
overload
overburden
meaning
significance
signification
import
idea
thought
plumb
command
require
bear_down
overwhelm
deluge
flood_out
callous
cauterize
cauterise
indurate
pachydermatous
calloused
thickened
inure
harden
capacity
incapacity
content
capacitance
electrical_capacity
mental_ability
susceptibility
susceptibleness
unsusceptibility
volume
vital_capacity
production
function
office
role
indefinite_quantity
formatted_capacity
unformatted_capacity
electrical_phenomenon
ability
power
inability
prescience
prevision
caprice
impulse
whim
desire
care
attention
tending
caution
precaution
forethought
tutelage
guardianship
maintenance
upkeep
give_care
wish
like
manage
babysitting
baby_sitting
dental_care
faith_healing
faith_cure
first_aid
hair_care
haircare
hairdressing
healthcare
health_care
incubation
livery
manicure
maternalism
nourishment
nursing
nurturance
pedicure
personal_care
pet_sitting
skin_care
skincare
tender_loving_care
TLC
treatment
intervention
tree_surgery
judiciousness
injudiciousness
anxiety
predicament
quandary
protection
due_care
ordinary_care
reasonable_care
foster_care
great_care
providence
slight_care
repair
fix
fixing
fixture
mend
mending
reparation
camera_care
car_care
overhaul
inspection_and_repair
service
pump_priming
scheduled_maintenance
steam_fitting
feel_for
pity
compassionate
condole_with
sympathize_with
attend
take_care
dry-nurse
mother
overprotect
nurse
want
administrate
come_to_grips
get_to_grips
carry_on
coordinate
direct
dispose_of
juggle
mismanage
mishandle
misconduct
organize
organise
disorganize
disorganise
mind
brood
dwell
timid
cautious
brave
incautious
conservative
observe
celebrate
keep
fete
lionize
lionise
commemorate
mark
mourn
solemnize
solemnise
meet
get_together
jubilate
party
revel
racket
make_whoopie
make_merry
make_happy
whoop_it_up
jollify
wassail
honor
honour
abide_by
excoriate
rub
fray
scratch
soreness
rawness
aggravation
exasperation
displeasure
frustration
harassment
torment
temper
irritation
abrade
corrade
abrase
rub_down
rub_off
adjoin
contact
humiliation
mortification
embarrassment
cheer
cheerfulness
sunniness
sunshine
uncheerfulness
hearten
recreate
embolden
dishearten
cheer_up
jolly_along
jolly_up
chirk_up
complain
root_on
urge
barrack
urge_on
exhort
pep_up
approval
commendation
disapproval
banzai
bravo
hurrah
hooray
salvo
good-temperedness
good-humoredness
good-humouredness
good-naturedness
encourage
discourage
take_heart
buck_up
applaud
buoy_up
weigh_down
amuse
rejoice
joy
exuberate
exult
triumph
cheerlead
chill
iciness
gelidity
frisson
shiver
quiver
shudder
thrill
tingle
shivering
pall
cool
cool_down
heat
coldness
cold
low_temperature
frigidity
frigidness
hotness
symptom
apprehension
apprehensiveness
dread
depress
deject
cast_down
dispirit
demoralize
demoralise
elate
ice
quench
refrigerate
change_state
chili
chili_pepper
chilli
chilly
chile
parky
hot_pepper
cayenne
cayenne_pepper
jalapeno
jalapeno_pepper
choke_coil
choking_coil
gag
scrag
strangle
suffocate
clog
choke_off
clog_up
back_up
congest
foul
unclog
asphyxiate
die
decease
perish
exit
pass_away
kick_the_bucket
cash_in_one's_chips
buy_the_farm
conk
give-up_the_ghost
drop_dead
pop_off
croak
snuff_it
be_born
throttle
coil
valve
automatic_choke
compress
constrict
squeeze
compact
contract
suffer
be_well
fail
neglect
inhibit
bottle_up
suppress
obstruct
obturate
impede
occlude
jam
block
close_up
free
crap_up
gum_up
silt_up
silt
stuff
lug
choke_up
unstuff
become
abort
buy_it
pip_out
drown
fall
predecease
starve
famish
succumb
yield
enrich
deprive
sicken
choking
strangling
strangulation
throttling
disorder
suffocation
asphyxiation
chokey
choky
prison
prison_house
prefer
opt
decide
make_up_one's_mind
adopt
follow
espouse
anoint
cream_off
skim_off
cull_out
winnow
dial
elect
empanel
impanel
panel
excerpt
extract
take_out
field
nominate
propose
plump
screen
screen_out
sieve
sort
sift
sieve_out
pick_over
single_out
define
limit
think_of
vote
vote_in
opt_out
cop_out
clay
mud
Clay
Lucius_Clay
Lucius_DuBignon_Clay
Henry_Clay
the_Great_Compromiser
cadaver
corpse
stiff
remains
soil
dirt
adobe
argil
bentonite
china_clay
china_stone
kaolin
kaoline
porcelain_clay
terra_alba
fireclay
Kitty_Litter
pipeclay
potter's_clay
potter's_earth
red_clay
bleaching_clay
bleaching_earth
mud_pie
slop
mire
body
dead_body
cremains
open
unclutter
clutter
authorize
authorise
bounce
top
shed_light_on
crystallize
crystallise
crystalize
crystalise
straighten_out
sort_out
enlighten
illuminate
elucidate
net
sack
sack_up
gain
earn
realize
realise
acquit
assoil
exonerate
exculpate
convict
solve
unclear
opaque
clean
light
unclouded
unmortgaged
clean-cut
clear-cut
well-defined
ill-defined
cloudy
decipherable
readable
absolved
cleared
exculpated
exonerated
vindicated
percipient
all_the_way
clearly
innocence
guilt
area
country
permit
let
countenance
disallow
approbate
approve
O.K.
okay
sanction
disapprove
certificate
commission
license
licence
certify
decertify
validate
formalize
formalise
invalidate
remove
withdraw
deforest
disforest
disafforest
denude
bare
denudate
strip
stump
succeed
win
come_through
bring_home_the_bacon
deliver_the_goods
vanish
disappear
go_away
overtake
hop
clarify
obfuscate
rid
disembarrass
pay
bear
profit
benefit
eke_out
squeeze_out
gross
turn_a_profit
break_even
lose
rake_in
shovel_in
rake_off
take_home
bring_home
sell
buy
pronounce
label
purge
vindicate
whitewash
settle
square_off
square_up
empty
fill
move_out
stopping_point
finale
finis
last
conclusion
close
closing
ending
closing_curtain
shut
fold
shut_down
close_down
conclude
come_together
fill_up
distant
near
nigh
far
faithful
tight
confining
airless
stuffy
unaired
snug
close-fitting
cheeseparing
penny-pinching
skinny
closelipped
closemouthed
secretive
tightlipped
closely
middle
section
subdivision
anticlimax
bathos
epilogue
epilog
coda
peroration
finishing
bung
roll_up
seal
seal_off
shutter
slam
bang
slat
adjourn
retire
terminate
stop
cease
trade
prosecute
pursue
come_on
go_up
draw_near
draw_close
come_near
join
bring_together
disjoin
barricade
block_off
block_up
bar
coapt
conglutinate
plug
stop_up
secure
unseal
coarse
harsh
fine
common
rough-cut
uncouth
vulgar
cockhorse
plaything
toy
psychological_feature
cognitive_factor
cognitive_content
mental_object
episteme
equivalent
history
information
lexis
head
brain
psyche
nous
perception
practice
cognitive_process
mental_process
cognitive_operation
unconscious_process
public_knowledge
general_knowledge
structure
vocabulary
lexicon
mental_lexicon
common_cold
hot
stale
dusty
moth-eaten
frigid
cold-blooded
inhuman
insensate
communicable_disease
respiratory_disease
respiratory_illness
respiratory_disorder
head_cold
temperature
vasoconstrictor
vasoconstrictive
pressor
chilliness
coolness
nip
frostiness
warm-blooded
coldly
in_cold_blood
colorless
colourless
colorful
colourful
semen
seed
seminal_fluid
ejaculate
cum
come
come_up
arrive
leave
issue_forth
hail
total
add_up
amount
come_in
derive
descend
fare
make_out
get_along
milt
address
accost
come_up_to
drive_in
flood_in
set_down
bring_down
set_ashore
shore
plump_in
get_in
move_in
pull_out
attain
originate
arise
rise
develop
uprise
spring_up
grow
lead
extend
result
ensue
average
average_out
outnumber
work_out
aggregate
proceed
go_through
rank
commiserate
sympathize
sympathise
condole
commiserative
commune
administrative_district
administrative_division
territorial_division
gathering
assemblage
intercommunicate
pray
covenant
excommunicate
get_across
put_over
message
plant
implant
relay
render
request
bespeak
call_for
quest
send_a_message
interact
turn_to
aphorize
aphorise
ask
inquire
enquire
blog
come_across
come_over
fingerspell
finger-spell
gesticulate
gesture
give
throw
greet
grimace
make_a_face
pull_a_face
inflict
visit
impose
inform
issue
joke
jest
network
nod
radio
get_through
get_hold_of
riddle
semaphore
share
signalize
signalise
speak
talk
telecommunicate
telepathize
telepathise
whistle
write
yak
gab
community
community_of_interests
residential_district
residential_area
biotic_community
Aleut
Circassian
convent
hamlet
crossroads
horde
house
neighborhood
neighbourhood
parish
speech_community
Ummah
Umma
Muslim_Ummah
Islamic_Ummah
Islam_Nation
village
small_town
settlement
ownership
world_organization
world_organisation
international_organization
international_organisation
global_organization
district
territory
territorial_dominion
dominion
exurbia
planned_community
suburb
suburbia
suburban_area
tenement_district
uptown
warren
rabbit_warren
group
grouping
biome
compassion
compassionateness
sympathy
fellow_feeling
heartstrings
mercifulness
mercy
tenderheartedness
mercilessness
compatriot
national
countryman
countrywoman
unconcern
business
business_concern
business_organization
business_organisation
involvement
matter
affair
personal_business
personal_matters
affairs
point_of_honor
worldly_concern
earthly_concern
world
earth
softheartedness
solicitude
solicitousness
bugaboo
enterprise
brokerage
carrier
common_carrier
chain
firm
business_firm
franchise
dealership
manufacturer
maker
manufacturing_business
partnership
processor
shipbuilder
underperformer
go_for
focus_on
center_on
revolve_around
revolve_about
concentrate_on
matter_to
make_a_clean_breast_of
own_up
fess_up
assurance
self-assurance
confidence
self-confidence
authority
sureness
diffidence
certainty
uncertainty
security
hopefulness
friendship
friendly_relationship
secret
compliment
congratulate
felicitate
pride
plume
preen
gloat
crow
conscience
scruples
moral_sense
sense_of_right_and_wrong
ethical_motive
ethics
morals
morality
sense_of_shame
sense_of_duty
superego
wee_small_voice
small_voice
voice_of_conscience
immorality
conscientiousness
unconscientiousness
shame
awareness
cognizance
cognisance
